"GEO_ID","NAME","NAICS","NAICS_LABEL","EAGE","EAGE_LABEL","YEAR","FIRM","ESTAB","EMP","DENOM","ESTABS_ENTRY","ESTABS_ENTRY_RATE","ESTABS_EXIT","ESTABS_EXIT_RATE","JOB_CREATION","JOB_CREATION_BIRTHS","JOB_CREATION_CONTINUERS","JOB_CREATION_RATE_BIRTHS","JOB_CREATION_RATE","JOB_DESTRUCTION","JOB_DESTRUCTION_DEATHS","JOB_DESTRUCTION_CONTINUERS","JOB_DESTRUCTION_RATE_DEATHS","JOB_DESTRUCTION_RATE","NET_JOB_CREATION","NET_JOB_CREATION_RATE","REALLOCATION_RATE","FIRMDEATH_FIRMS","FIRMDEATH_ESTABS","FIRMDEATH_EMP"
"0100000US","United States","31-33","Manufacturing","001","Total","1988","288204","335732","17128298","16954555","36593","10.986","31286","9.393","2383291","828233","1555058","4.885","14.057","2038496","806668","1231828","4.758","12.023","344795","2.034","24.047","22762","22966","305417"
"0100000US","United States","31-33","Manufacturing","010","0 years","1988","29731","31893","738248","369124","31893","200.000","0","0.000","738248","738248","0","200.000","200.000","0","0","0","0.000","0.000","738248","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1988","22963","24090","571285","573675","0","0.000","6364","23.335","125035","0","125035","0.000","21.795","128717","76549","52168","13.344","22.437","-3682","-0.642","43.591","4990","5000","42003"
"0100000US","United States","31-33","Manufacturing","030","2 years","1988","20856","22073","716206","717335","781","3.307","3872","16.394","132486","27931","104555","3.894","18.469","135810","66723","69087","9.302","18.933","-3324","-0.463","36.938","2991","3001","35912"
"0100000US","United States","31-33","Manufacturing","040","3 years","1988","19943","21128","651923","651685","595","2.655","3153","14.071","102884","6688","96196","1.026","15.787","102685","44949","57736","6.897","15.757","199","0.031","31.514","2468","2472","25926"
"0100000US","United States","31-33","Manufacturing","050","4 years","1988","13799","14707","487561","494338","350","2.257","1946","12.551","64647","2445","62202","0.495","13.078","78323","33147","45176","6.705","15.844","-13676","-2.767","26.155","1446","1454","16889"
"0100000US","United States","31-33","Manufacturing","060","5 years","1988","12424","13042","416890","421239","329","2.415","1486","10.910","59200","4351","54849","1.033","14.054","67911","30783","37128","7.308","16.122","-8711","-2.068","28.108","1110","1111","15605"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1988","53211","57757","2228293","2257006","1190","1.990","5287","8.840","266886","14072","252814","0.623","11.825","322450","128516","193934","5.694","14.287","-55564","-2.462","23.650","3731","3745","49791"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1988","10257","10932","468624","472456","184","1.634","837","7.434","53613","3803","49810","0.805","11.348","61784","28442","33342","6.020","13.077","-8171","-1.729","22.695","542","546","6817"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1988","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1988","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1988","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1988","119221","140110","10849268","10997700","1271","0.885","8341","5.807","841869","30695","811174","0.279","7.655","1141384","397559","743825","3.615","10.378","-299515","-2.723","15.310","5585","5637","112474"
"0100000US","United States","31-33","Manufacturing","001","Total","1989","291626","339124","17352837","17219222","35276","10.455","31821","9.431","2225412","667415","1557997","3.876","12.924","1957587","747631","1209956","4.342","11.369","267825","1.555","22.737","23078","23339","284024"
"0100000US","United States","31-33","Manufacturing","010","0 years","1989","29580","31000","609630","304815","31000","200.000","0","0.000","609630","609630","0","200.000","200.000","0","0","0","0.000","0.000","609630","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1989","24002","25828","743283","750260","0","0.000","6118","21.179","152961","0","152961","0.000","20.388","165978","90588","75390","12.074","22.123","-13017","-1.735","40.775","4620","4647","41669"
"0100000US","United States","31-33","Manufacturing","030","2 years","1989","19946","20974","573757","573651","552","2.447","3719","16.487","102866","10231","92635","1.783","17.932","102668","50455","52213","8.795","17.897","198","0.035","35.795","2918","2932","30640"
"0100000US","United States","31-33","Manufacturing","040","3 years","1989","18664","19753","709108","712326","529","2.528","2867","13.703","100313","6309","94004","0.886","14.082","107302","49711","57591","6.979","15.064","-6989","-0.981","28.165","2162","2169","26732"
"0100000US","United States","31-33","Manufacturing","050","4 years","1989","18094","19181","631562","641151","466","2.312","2411","11.963","81599","3252","78347","0.507","12.727","100102","39192","60910","6.113","15.613","-18503","-2.886","25.454","1835","1854","21519"
"0100000US","United States","31-33","Manufacturing","060","5 years","1989","12543","13359","480972","482967","291","2.072","1667","11.867","64226","2652","61574","0.549","13.298","68491","30344","38147","6.283","14.181","-4265","-0.883","26.596","1201","1202","13586"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1989","51385","55696","2212877","2225224","1009","1.745","5282","9.133","260861","10017","250844","0.450","11.723","286506","116942","169564","5.255","12.875","-25645","-1.152","23.446","3764","3775","47634"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1989","19273","20538","862465","868039","361","1.707","1580","7.471","89143","4425","84718","0.510","10.269","100449","41030","59419","4.727","11.572","-11306","-1.302","20.539","1083","1093","14301"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1989","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1989","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1989","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1989","113055","132795","10529183","10660791","1068","0.783","8177","5.997","765127","20899","744228","0.196","7.177","1026496","329369","697127","3.090","9.629","-261369","-2.452","14.354","5606","5667","87943"
"0100000US","United States","31-33","Manufacturing","001","Total","1990","293873","341704","17081635","17218105","33808","9.936","30900","9.082","1801799","579484","1222315","3.366","10.465","2074995","622821","1452174","3.617","12.051","-273196","-1.587","20.929","23303","23504","265615"
"0100000US","United States","31-33","Manufacturing","010","0 years","1990","28180","29426","500173","250087","29426","200.000","0","0.000","500173","500173","0","200.000","200.000","0","0","0","0.000","0.000","500173","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1990","23748","25001","601457","606074","0","0.000","5943","21.246","121082","0","121082","0.000","19.978","130788","59526","71262","9.822","21.580","-9706","-1.601","39.956","4646","4659","37746"
"0100000US","United States","31-33","Manufacturing","030","2 years","1990","20877","22546","703756","721961","617","2.549","3935","16.257","105773","14064","91709","1.948","14.651","142647","60174","82473","8.335","19.758","-36874","-5.107","29.302","3054","3064","32476"
"0100000US","United States","31-33","Manufacturing","040","3 years","1990","17806","18770","557428","565109","529","2.662","2729","13.734","73611","5591","68020","0.989","13.026","89695","32439","57256","5.740","15.872","-16084","-2.846","26.052","2164","2169","20505"
"0100000US","United States","31-33","Manufacturing","050","4 years","1990","16966","17964","676586","692226","423","2.244","2200","11.670","66914","3429","63485","0.495","9.666","99158","30217","68941","4.365","14.325","-32244","-4.658","19.333","1720","1726","19105"
"0100000US","United States","31-33","Manufacturing","060","5 years","1990","16484","17493","613137","623048","373","2.035","2053","11.198","67933","4536","63397","0.728","10.903","88090","28096","59994","4.509","14.139","-20157","-3.235","21.807","1548","1557","15793"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1990","51371","55802","2209750","2262487","1088","1.885","4951","8.576","207648","9849","197799","0.435","9.178","311224","106698","204526","4.716","13.756","-103576","-4.578","18.356","3705","3732","45265"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1990","26222","28176","1178011","1203404","394","1.357","2100","7.234","98588","5841","92747","0.485","8.192","148950","43671","105279","3.629","12.377","-50362","-4.185","16.385","1555","1559","18071"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1990","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1990","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1990","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1990","107688","126526","10041337","10293712","958","0.740","6989","5.395","561803","36001","525802","0.350","5.458","1064796","262000","802796","2.545","10.344","-502993","-4.886","10.915","5000","5038","76654"
"0100000US","United States","31-33","Manufacturing","001","Total","1991","294523","341921","16099387","16590901","29948","8.709","33860","9.847","1497512","476767","1020745","2.874","9.026","2480439","817637","1662802","4.928","14.951","-982927","-5.924","18.052","25169","25484","424166"
"0100000US","United States","31-33","Manufacturing","010","0 years","1991","24830","25891","422275","211138","25891","200.000","0","0.000","422275","422275","0","200.000","200.000","0","0","0","0.000","0.000","422275","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1991","21308","22377","481313","490958","0","0.000","5966","23.525","101422","0","101422","0.000","20.658","119761","60086","59675","12.239","24.393","-18339","-3.735","41.316","4644","4650","38887"
"0100000US","United States","31-33","Manufacturing","030","2 years","1991","19743","20872","544395","570987","535","2.370","3932","17.421","76084","5713","70371","1.001","13.325","128785","62286","66499","10.908","22.555","-52701","-9.230","26.650","3043","3044","37883"
"0100000US","United States","31-33","Manufacturing","040","3 years","1991","18223","19689","635846","668594","462","2.198","3125","14.866","64034","2744","61290","0.410","9.577","129416","50408","79008","7.539","19.356","-65382","-9.779","19.155","2354","2363","27423"
"0100000US","United States","31-33","Manufacturing","050","4 years","1991","16313","17190","506043","530860","416","2.292","2343","12.907","52211","2898","49313","0.546","9.835","102070","39918","62152","7.520","19.227","-49859","-9.392","19.670","1801","1803","20861"
"0100000US","United States","31-33","Manufacturing","060","5 years","1991","15893","16810","621237","651672","338","1.918","1954","11.091","51486","2391","49095","0.367","7.901","112703","36558","76145","5.610","17.294","-61217","-9.394","15.801","1475","1480","23855"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1991","55990","60680","2228746","2322905","1078","1.710","5811","9.217","188953","11497","177456","0.495","8.134","377078","130211","246867","5.606","16.233","-188125","-8.099","16.269","4337","4348","68768"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1991","34097","36776","1457927","1530331","486","1.280","2900","7.635","104946","4528","100418","0.296","6.858","249867","83361","166506","5.447","16.328","-144921","-9.470","13.715","2105","2112","40994"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1991","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1991","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1991","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1991","103876","121636","9201605","9613459","742","0.593","7829","6.254","436551","24721","411830","0.257","4.541","1261273","354809","906464","3.691","13.120","-824722","-8.579","9.082","5619","5684","165495"
"0100000US","United States","31-33","Manufacturing","001","Total","1992","286929","333232","15893415","15994900","27866","8.301","32790","9.768","1704074","482942","1221132","3.019","10.654","1908515","642790","1265725","4.019","11.932","-204441","-1.278","21.308","23915","24087","251062"
"0100000US","United States","31-33","Manufacturing","010","0 years","1992","23043","23780","409965","204983","23780","200.000","0","0.000","409965","409965","0","200.000","200.000","0","0","0","0.000","0.000","409965","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1992","19390","20304","418710","419652","0","0.000","5526","23.956","87718","0","87718","0.000","20.903","89482","47584","41898","11.339","21.323","-1764","-0.420","41.805","4340","4353","32422"
"0100000US","United States","31-33","Manufacturing","030","2 years","1992","18216","19161","460554","469759","567","2.733","3734","18.000","77158","5404","71754","1.150","16.425","96187","42996","53191","9.153","20.476","-19029","-4.051","32.850","2906","2907","27584"
"0100000US","United States","31-33","Manufacturing","040","3 years","1992","17454","18419","515877","529739","488","2.487","2900","14.777","67720","5240","62480","0.989","12.784","95910","49439","46471","9.333","18.105","-28190","-5.321","25.567","2179","2187","20763"
"0100000US","United States","31-33","Manufacturing","050","4 years","1992","16265","17551","610261","622794","387","2.080","2498","13.425","66093","4369","61724","0.702","10.612","91190","38801","52389","6.230","14.642","-25097","-4.030","21.225","1837","1846","19335"
"0100000US","United States","31-33","Manufacturing","060","5 years","1992","14655","15451","491748","500298","335","2.062","1929","11.872","53541","2797","50744","0.559","10.702","70977","24712","46265","4.939","14.187","-17436","-3.485","21.404","1459","1461","13552"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1992","55464","60228","2309444","2353926","1039","1.658","5945","9.485","231731","9562","222169","0.406","9.844","319227","113710","205517","4.831","13.561","-87496","-3.717","19.689","4246","4261","43897"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1992","41379","44826","1859660","1885035","560","1.209","3541","7.645","179349","28365","150984","1.505","9.514","229153","79137","150016","4.198","12.156","-49804","-2.642","19.029","2442","2449","28875"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1992","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1992","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1992","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1992","96800","113512","8817196","9008717","710","0.609","6717","5.765","533437","17240","516197","0.191","5.921","916593","246411","670182","2.735","10.175","-383156","-4.253","11.843","4594","4623","64634"
"0100000US","United States","31-33","Manufacturing","001","Total","1993","289102","334916","15903383","15905545","30036","8.985","28765","8.605","1735751","476276","1259475","2.994","10.913","1735658","542926","1192732","3.413","10.912","93","0.001","21.825","21299","21520","218344"
"0100000US","United States","31-33","Manufacturing","010","0 years","1993","24750","25631","434536","217268","25631","200.000","0","0.000","434536","434536","0","200.000","200.000","0","0","0","0.000","0.000","434536","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1993","18436","19135","434846","427962","0","0.000","4762","22.132","93894","0","93894","0.000","21.940","79894","42931","36963","10.031","18.668","14000","3.271","37.337","3797","3801","27687"
"0100000US","United States","31-33","Manufacturing","030","2 years","1993","16888","17725","405799","412001","467","2.452","3102","16.290","67675","3617","64058","0.878","16.426","80355","36095","44260","8.761","19.504","-12680","-3.078","32.852","2444","2447","22346"
"0100000US","United States","31-33","Manufacturing","040","3 years","1993","16356","17209","451866","455713","493","2.708","2484","13.645","67827","3808","64019","0.836","14.884","75157","31856","43301","6.990","16.492","-7330","-1.608","29.767","1919","1920","17538"
"0100000US","United States","31-33","Manufacturing","050","4 years","1993","15988","16864","505325","511256","432","2.444","2060","11.653","61240","3164","58076","0.619","11.978","72718","29499","43219","5.770","14.223","-11478","-2.245","23.957","1552","1561","16870"
"0100000US","United States","31-33","Manufacturing","060","5 years","1993","14999","16173","592704","601500","370","2.189","1832","10.838","63568","3225","60343","0.536","10.568","81062","30584","50478","5.085","13.477","-17494","-2.908","21.137","1336","1357","13096"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1993","57190","62203","2338570","2366118","1178","1.831","5430","8.441","236220","8947","227273","0.378","9.983","293732","105663","188069","4.466","12.414","-57512","-2.431","19.967","4035","4059","41901"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1993","39938","43064","1831404","1845792","612","1.384","2955","6.680","167749","7691","160058","0.417","9.088","195748","57321","138427","3.105","10.605","-27999","-1.517","18.176","2127","2134","21940"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1993","7869","8359","390385","396245","108","1.259","553","6.444","30559","1545","29014","0.390","7.712","42318","10276","32042","2.593","10.680","-11759","-2.968","15.424","382","385","3915"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1993","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1993","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1993","92735","108553","8517948","8671693","745","0.671","5587","5.035","510322","9743","500579","0.112","5.885","815286","198701","616585","2.291","9.402","-304964","-3.517","11.770","3802","3856","53051"
"0100000US","United States","31-33","Manufacturing","001","Total","1994","291221","337397","16076631","16038619","30364","9.023","28620","8.505","1797579","494869","1302710","3.085","11.208","1722529","573458","1149071","3.575","10.740","75050","0.468","21.480","21522","21731","242465"
"0100000US","United States","31-33","Manufacturing","010","0 years","1994","25248","26237","451633","225817","26237","200.000","0","0.000","451633","451633","0","200.000","200.000","0","0","0","0.000","0.000","451633","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1994","19706","20496","439819","437618","0","0.000","5141","22.288","90076","0","90076","0.000","20.583","85818","48405","37413","11.061","19.610","4258","0.973","39.221","4146","4152","33971"
"0100000US","United States","31-33","Manufacturing","030","2 years","1994","16456","17077","479033","492068","434","2.365","2986","16.270","73240","5524","67716","1.123","14.884","98133","52334","45799","10.636","19.943","-24893","-5.059","29.768","2370","2384","24153"
"0100000US","United States","31-33","Manufacturing","040","3 years","1994","15106","15861","378681","392176","398","2.373","2224","13.259","52735","2060","50675","0.525","13.447","79348","38052","41296","9.703","20.233","-26613","-6.786","26.894","1757","1757","17907"
"0100000US","United States","31-33","Manufacturing","050","4 years","1994","14823","15594","436221","444141","390","2.379","1984","12.104","58201","2128","56073","0.479","13.104","74310","33697","40613","7.587","16.731","-16109","-3.627","26.208","1509","1509","16475"
"0100000US","United States","31-33","Manufacturing","060","5 years","1994","14701","15505","492428","497742","348","2.152","1684","10.412","57497","3388","54109","0.681","11.552","68046","22953","45093","4.611","13.671","-10549","-2.119","23.103","1282","1286","14019"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1994","59107","64777","2543842","2561796","1155","1.725","5543","8.277","263186","10077","253109","0.393","10.273","298657","98943","199714","3.862","11.658","-35471","-1.385","20.547","4143","4174","46893"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1994","38668","41789","1837717","1842665","503","1.171","2857","6.649","174569","6861","167708","0.372","9.474","184446","62388","122058","3.386","10.010","-9877","-0.536","18.947","2047","2053","23706"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1994","14852","15734","711790","716948","192","1.189","1028","6.365","63007","1382","61625","0.193","8.788","73312","21887","51425","3.053","10.226","-10305","-1.437","17.576","727","732","8672"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1994","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1994","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1994","89124","104327","8305467","8427650","707","0.663","5173","4.855","516575","11816","504759","0.140","6.130","760466","194799","565667","2.311","9.023","-243891","-2.894","12.259","3662","3684","56669"
"0100000US","United States","31-33","Manufacturing","001","Total","1995","293001","339281","16497873","16257822","30375","8.993","27315","8.087","1938156","476608","1461548","2.932","11.921","1452819","470024","982795","2.891","8.936","485337","2.985","17.872","20870","20997","213344"
"0100000US","United States","31-33","Manufacturing","010","0 years","1995","25264","26296","439877","219939","26296","200.000","0","0.000","439877","439877","0","200.000","200.000","0","0","0","0.000","0.000","439877","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1995","20286","21156","472525","462486","0","0.000","4873","20.655","102382","0","102382","0.000","22.137","81276","44218","37058","9.561","17.574","21106","4.564","35.147","3954","3956","30607"
"0100000US","United States","31-33","Manufacturing","030","2 years","1995","17014","17753","435729","436048","500","2.621","3149","16.506","72722","7370","65352","1.690","16.678","73915","31785","42130","7.289","16.951","-1193","-0.274","33.355","2571","2572","22050"
"0100000US","United States","31-33","Manufacturing","040","3 years","1995","14761","15307","485160","482300","402","2.485","2140","13.229","68172","2846","65326","0.590","14.135","62329","25822","36507","5.354","12.923","5843","1.211","25.847","1695","1700","16602"
"0100000US","United States","31-33","Manufacturing","050","4 years","1995","13703","14372","386968","382084","316","2.094","1748","11.585","58516","2330","56186","0.610","15.315","48112","21003","27109","5.497","12.592","10404","2.723","25.184","1372","1372","12883"
"0100000US","United States","31-33","Manufacturing","060","5 years","1995","13674","14374","445652","440311","329","2.198","1523","10.173","61128","1692","59436","0.384","13.883","50720","19030","31690","4.322","11.519","10408","2.364","23.038","1182","1184","11190"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1995","60391","66242","2659242","2648638","1164","1.703","5403","7.904","293641","7199","286442","0.272","11.086","270996","89164","181832","3.366","10.232","22645","0.855","20.463","4025","4045","42403"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1995","38804","42017","1931353","1915415","541","1.257","2586","6.008","192538","5665","186873","0.296","10.052","160530","47244","113286","2.467","8.381","32008","1.671","16.762","1912","1915","23686"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1995","20420","21803","1029411","1025534","241","1.081","1240","5.560","95792","1635","94157","0.159","9.341","87547","25282","62265","2.465","8.537","8245","0.804","17.073","906","909","9784"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1995","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1995","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1995","85435","99961","8211956","8245070","586","0.575","4653","4.562","551966","7994","543972","0.097","6.694","617780","166476","451304","2.019","7.493","-65814","-0.798","13.389","3322","3344","44139"
"0100000US","United States","31-33","Manufacturing","001","Total","1996","292240","338408","16134500","16251585","28635","8.465","28370","8.387","1594262","423005","1171257","2.603","9.810","1829574","580214","1249360","3.570","11.258","-235312","-1.448","19.620","21533","21769","248465"
"0100000US","United States","31-33","Manufacturing","010","0 years","1996","23934","24848","382059","191030","24848","200.000","0","0.000","382059","382059","0","200.000","200.000","0","0","0","0.000","0.000","382059","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1996","20104","20942","447957","444207","0","0.000","5186","22.035","97871","0","97871","0.000","22.033","90356","44961","45395","10.122","20.341","7515","1.692","40.682","4181","4182","30684"
"0100000US","United States","31-33","Manufacturing","030","2 years","1996","17607","18350","455660","462910","399","2.017","3269","16.523","73986","4154","69832","0.897","15.983","88848","39690","49158","8.574","19.193","-14862","-3.211","31.966","2634","2637","26273"
"0100000US","United States","31-33","Manufacturing","040","3 years","1996","15119","15749","414590","425183","394","2.350","2427","14.476","55770","2493","53277","0.586","13.117","77302","38689","38613","9.099","18.181","-21532","-5.064","26.233","1961","1966","19840"
"0100000US","United States","31-33","Manufacturing","050","4 years","1996","13422","13914","446235","462865","298","2.037","1724","11.786","44452","1465","42987","0.317","9.604","77712","34390","43322","7.430","16.789","-33260","-7.186","19.207","1352","1361","15886"
"0100000US","United States","31-33","Manufacturing","060","5 years","1996","12646","13263","372998","379057","286","2.064","1471","10.617","43865","2386","41479","0.629","11.572","55678","20680","34998","5.456","14.689","-11813","-3.116","23.144","1149","1151","12916"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1996","58027","63742","2488881","2528599","1118","1.698","5336","8.103","223373","8761","214612","0.346","8.834","302645","91706","210939","3.627","11.969","-79272","-3.135","17.668","3973","4010","48588"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1996","41111","44558","2004047","2032228","510","1.115","2901","6.340","168317","4025","164292","0.198","8.282","223791","65538","158253","3.225","11.012","-55474","-2.730","16.565","2116","2128","27938"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1996","25943","27894","1354117","1371457","267","0.936","1551","5.435","103511","4004","99507","0.292","7.548","137679","39854","97825","2.906","10.039","-34168","-2.491","15.095","1092","1096","14358"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1996","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1996","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1996","81211","95148","7767956","7954051","515","0.530","4505","4.637","401882","13658","388224","0.172","5.053","775590","204706","570884","2.574","9.751","-373708","-4.698","10.105","3196","3238","51982"
"0100000US","United States","31-33","Manufacturing","001","Total","1997","292545","337948","16361886","16285740","28275","8.354","29288","8.653","1831002","461939","1369063","2.836","11.243","1673193","589562","1083631","3.620","10.274","157809","0.969","20.548","21763","21968","252646"
"0100000US","United States","31-33","Manufacturing","010","0 years","1997","23580","24471","431707","215854","24471","200.000","0","0.000","431707","431707","0","200.000","200.000","0","0","0","0.000","0.000","431707","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1997","19123","19886","398836","395663","0","0.000","4959","22.173","90022","0","90022","0.000","22.752","83530","44645","38885","11.284","21.111","6492","1.641","42.223","3973","3978","30540"
"0100000US","United States","31-33","Manufacturing","030","2 years","1997","17452","18182","446336","453085","456","2.331","3223","16.473","74823","3537","71286","0.781","16.514","87681","45537","42144","10.050","19.352","-12858","-2.838","33.028","2606","2608","24616"
"0100000US","United States","31-33","Manufacturing","040","3 years","1997","15702","16352","456106","456288","400","2.305","2396","13.810","68478","2633","65845","0.577","15.008","69176","30928","38248","6.778","15.161","-698","-0.153","30.015","1903","1911","20385"
"0100000US","United States","31-33","Manufacturing","050","4 years","1997","13664","14229","409057","413012","314","2.095","1837","12.254","53684","1556","52128","0.377","12.998","61780","29922","31858","7.245","14.958","-8096","-1.960","25.996","1467","1470","17368"
"0100000US","United States","31-33","Manufacturing","060","5 years","1997","12424","12856","447220","448843","251","1.870","1385","10.318","52772","2029","50743","0.452","11.757","55843","22071","33772","4.917","12.442","-3071","-0.684","23.515","1071","1078","12544"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1997","55906","61054","2287663","2303276","1043","1.647","5592","8.830","243205","7635","235570","0.331","10.559","272985","106563","166422","4.627","11.852","-29780","-1.293","21.118","4019","4044","48965"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1997","41861","45471","2148732","2165260","496","1.060","3160","6.752","196260","3946","192314","0.182","9.064","229506","78004","151502","3.603","10.599","-33246","-1.535","18.128","2236","2244","29567"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1997","32395","34992","1755454","1769084","344","0.959","2097","5.846","146076","2116","143960","0.120","8.257","173099","55348","117751","3.129","9.785","-27023","-1.528","16.514","1428","1431","18899"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1997","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1997","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
